idx,class,conversation
167,일반 대화,"새로 산 이어폰 음질 어때요?
정말 좋아요. 노이즈 캔슬링도 돼요.
어느 브랜드예요?
애플 에어팟 프로예요.
가격은 어느 정도 했어요?
30만 원대였어요.
비싸지만 좋다고 들었어요.
네, 만족스러워요.
저도 하나 살까 봐요.
추천해요!"
168,일반 대화,"오늘 회의 몇 시예요?
오후 4시래요.
장소는 어디예요?
3층 소회의실이요.
자료 준비 다 하셨어요?
네, 어제 다 끝냈어요.
발표 시간은 얼마나 돼요?
10분 정도래요.
준비 잘하셨을 것 같아요.
감사합니다. 최선을 다할게요!"
169,일반 대화,"요즘 드라마 재밌는 거 있어요?
넷플릭스에 새로 나온 거 재밌어요.
어떤 장르예요?
로맨스 코미디예요.
주연 배우가 누구예요?
박서준이랑 아이유래요.
좋아하는 배우들이네요!
네, 케미도 좋대요.
오늘 저녁에 봐야겠어요.
재밌게 보세요!"
170,일반 대화,"점심 먹고 커피 마실래요?
좋아요. 어디로 갈까요?
회사 앞 카페 어때요?
거기 괜찮죠. 뭐 드실 거예요?
아이스 아메리카노 마실게요.
저도 같은 걸로 주문할게요.
디저트도 시켜요.
좋아요. 케이크 하나 시켜요.
1시에 출발할까요?
네, 로비에서 만나요!"
171,일반 대화,"주말에 가족들이랑 여행 가세요?
네, 제주도로 갈 생각이에요.
며칠 가세요?
2박 3일 예정이에요.
숙소는 예약하셨어요?
네, 어제 예약했어요.
렌터카도 빌리셨나요?
네, 공항에서 픽업 예정이에요.
좋은 여행 되세요!
감사합니다!"
172,일반 대화,"새로 생긴 헬스장 등록하셨어요?
네, 지난주에 등록했어요.
시설 어때요?
깨끗하고 기구도 다양해요.
샤워실도 괜찮나요?
네, 시설이 전반적으로 좋아요.
PT도 받으세요?
네, 주 2회 받고 있어요.
효과 있으세요?
네, 자세 교정도 되고 좋아요."
173,일반 대화,"오늘 저녁 메뉴 정하셨어요?
아직인데 추천해주세요.
오늘 금요일이니까 치킨 어때요?
완벽하네요. 어떤 치킨 시킬까요?
후라이드 반 양념 반 어때요?
좋아요. 음료도 같이 시켜요.
콜라 2개 주문할게요.
감사합니다. 몇 시에 배달 올까요?
7시쯤 오래요.
그럼 기다리면서 영화나 봐요!"
174,일반 대화,"요즘 책 읽으세요?
네, 에세이 읽고 있어요.
어떤 작가 책이에요?
김영하 작가 에세이예요.
재밌어요?
문장이 아름답고 공감돼요.
저도 읽어보고 싶어요.
추천해요. 읽기 편해요.
제목이 뭐예요?
'여행의 이유'예요."
175,일반 대화,"주말에 등산 가시죠?
네, 날씨 좋으면 갈 생각이에요.
어느 산으로 가세요?
인왕산 생각하고 있어요.
거기 코스 짧고 좋죠.
네, 2시간 정도 걸려요.
저도 가고 싶은데 같이 갈까요?
좋아요! 토요일 아침 어때요?
완벽해요. 8시에 만나요.
입구에서 만나요!"
176,일반 대화,"점심 메뉴 정하셨어요?
아직인데 뭐 먹을까요?
오늘 돈카츠 어때요?
좋네요. 어느 집으로 갈까요?
학교 앞 일식집 가요.
거기 맛있죠. 세트 메뉴도 있고요.
우동도 같이 시켜요.
완벽하네요. 12시에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
177,일반 대화,"새로 나온 노트북 어때요?
성능도 좋고 디자인도 예쁘대요.
무게는 어때요?
가볍다고 들었어요.
배터리는 오래 가나요?
10시간 정도 간대요.
괜찮네요. 가격은 어때요?
150만 원대래요.
적당한 것 같아요.
저도 그렇게 생각해요!"
178,일반 대화,"오늘 회의 어떻게 됐어요?
잘 진행됐어요.
결정된 사항 있어요?
신제품 출시 일정 확정됐어요.
언제 출시하나요?
다음 분기 초래요.
준비 많이 해야겠네요.
네, 바쁠 것 같아요.
화이팅 하세요!
감사합니다!"
179,일반 대화,"요즘 운동 열심히 하시네요.
네, 건강 관리 좀 하려고요.
어떤 운동 하세요?
수영하고 있어요.
얼마나 하셨어요?
3개월 정도 됐어요.
실력 많이 늘었어요?
네, 이제 자유형은 할 수 있어요.
대단하시네요!
감사합니다!"
180,일반 대화,"주말에 뭐 하고 놀까요?
콘서트 보러 가는 거 어때요?
좋아요! 누구 콘서트예요?
아이유 콘서트래요.
티켓 구하셨어요?
아직인데 같이 예매할까요?
좋아요. 언제 하나요?
다음 주 토요일이래요.
빨리 예매해야겠어요.
지금 바로 해요!"
181,일반 대화,"점심 먹고 산책 하실래요?
좋아요. 날씨도 좋고요.
어디로 갈까요?
회사 근처 공원 한 바퀴 돌아요.
커피도 사가지고 가요.
완벽하네요. 1시에 출발해요.
알겠습니다. 로비에서 만나요.
네, 그때 봬요!"
182,일반 대화,"새로 생긴 음식점 가보셨어요?
네, 지난주에 다녀왔어요.
어땠어요?
음식도 맛있고 분위기도 좋았어요.
메뉴 추천해주실 수 있어요?
파스타랑 피자가 맛있었어요.
가격은 어때요?
조금 비싼 편이지만 만족스러웠어요.
주말에 한번 가봐야겠어요.
예약하고 가는 게 좋아요."
183,일반 대화,"요즘 취미로 뭐 하세요?
사진 찍는 거 배우고 있어요.
멋지네요. 어디서 배우세요?
온라인 강의 들으면서 독학하고 있어요.
어려운가요?
처음엔 어려웠는데 점점 재밌어져요.
작품 좀 보여주실 수 있어요?
다음에 사진 몇 장 보여드릴게요.
기대되네요!
감사합니다!"
184,일반 대화,"오늘 저녁에 시간 되세요?
네, 괜찮아요. 무슨 일 있으세요?
같이 영화 볼까 해서요.
좋아요! 무슨 영화 볼 거예요?
새로 나온 코미디 영화 어때요?
재밌을 것 같아요. 몇 시 거로 할까요?
7시 타임 어때요?
완벽해요. 예매할게요.
감사합니다. 극장 앞에서 만나요.
네, 그때 봬요!"
185,일반 대화,"주말에 날씨 어떨까요?
토요일은 맑고 일요일은 비 온대요.
그럼 토요일에 나가는 게 좋겠네요.
네, 저도 그렇게 생각해요.
어디 갈 계획 있으세요?
아직 정하지 못했어요.
남산타워 어때요?
좋네요. 야경도 보고요.
같이 갈래요?
좋아요. 저녁에 만나요!"
186,일반 대화,"점심 메뉴 추천해주세요.
오늘 멕시칸 음식 어때요?
좋네요. 어떤 메뉴가 좋을까요?
타코나 부리또 어때요?
부리또 먹고 싶어요.
그럼 회사 근처 멕시칸 레스토랑 가요.
거기 맛있죠. 12시 반에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
187,일반 대화,"새로 산 자전거 어때요?
정말 좋아요. 가볍고 빨라요.
어느 브랜드예요?
자이언트 제품이에요.
가격은 어느 정도 했어요?
80만 원 정도 했어요.
괜찮네요. 어디서 타세요?
주말에 한강에서 타요.
저도 자전거 사고 싶어요.
같이 타러 가요!"
188,일반 대화,"오늘 회의 자료 확인하셨어요?
네, 아침에 다 봤어요.
수정할 부분 있었나요?
몇 군데 그래프 업데이트 필요해요.
지금 수정할게요.
서두르지 마세요. 오후까지면 돼요.
알겠습니다. 점심 먹고 할게요.
네, 천천히 하세요.
완료되면 알려드릴게요.
감사합니다!"
189,일반 대화,"요즘 드라마 보세요?
네, 금토 드라마 보고 있어요.
재밌어요?
스토리가 흥미진진해서 몰입돼요.
어떤 장르예요?
판타지 로맨스예요.
저도 그런 거 좋아하는데 제목이 뭐예요?
'도깨비 2'예요.
오늘 저녁에 찾아봐야겠어요.
재밌게 보세요!"
190,일반 대화,"주말에 친구들 만나세요?
네, 고등학교 친구들 만나기로 했어요.
오랜만이시겠어요.
네, 6개월 만에 만나요.
어디서 만나세요?
신촌에서 저녁 먹을 거예요.
재밌겠어요.
네, 정말 기대돼요.
좋은 시간 보내세요!
감사합니다!"
191,일반 대화,"점심 먹고 디저트 먹을래요?
좋아요. 뭐 먹을까요?
마카롱 어때요?
딱 좋네요. 어느 가게로 갈까요?
회사 앞 디저트 카페 가요.
거기 마카롱 맛있죠.
음료도 같이 시켜요.
좋아요. 1시에 출발할까요?
네, 로비에서 만나요.
알겠습니다!"
192,일반 대화,"새로 나온 청소기 어때요?
성능도 좋고 조용하대요.
무선이에요?
네, 무선이래요.
배터리는 오래 가나요?
1시간 정도 간대요.
충분하네요. 가격은 어때요?
40만 원대래요.
적당한 것 같아요.
저도 하나 살까 봐요!"
193,일반 대화,"오늘 저녁에 야근 하세요?
아니요, 오늘은 정시 퇴근이에요.
다행이네요. 저도 일찍 갈 거예요.
그럼 같이 퇴근해요.
좋아요. 저녁 먹고 갈까요?
그러면 좋죠. 뭐 먹을까요?
가볍게 샐러드 어때요?
딱 좋네요. 6시에 만나요.
알겠습니다. 1층에서 봬요.
네!"
194,일반 대화,"요즘 잠은 잘 주무세요?
네, 요즘 잘 자고 있어요.
몇 시에 주무세요?
10시 반쯤 자려고 노력해요.
일찍 주무시네요.
수면 시간 지키려고 해요.
건강에 좋죠.
네, 아침에 일어나기도 편해요.
저도 본받아야겠어요.
추천해요!"
195,일반 대화,"주말에 뭐 하고 놀까요?
수족관 가는 거 어때요?
좋아요! 어느 수족관 갈까요?
코엑스 아쿠아리움 어때요?
거기 좋죠. 토요일에 갈까요?
좋아요. 몇 시에 만날까요?
오후 2시쯤 어때요?
완벽해요. 입구에서 만나요.
네, 그날 봬요!
기대되네요!"
196,일반 대화,"점심 메뉴 정하셨어요?
아직인데 뭐 먹을까요?
오늘 냉면 어때요?
좋네요. 날씨도 더운데 딱이에요.
어느 집으로 갈까요?
역 앞 평양냉면집 가요.
거기 맛있죠. 12시에 출발해요.
알겠습니다. 로비에서 만나요.
네, 그때 봬요!"
197,일반 대화,"새로 생긴 베이커리 빵 맛있던데요.
어디에 생겼어요?
회사 근처 골목에 있어요.
어떤 빵이 맛있어요?
바게트랑 크루아상 추천해요.
가격은 어때요?
조금 비싼 편이지만 맛있어요.
오늘 퇴근길에 들러봐야겠어요.
일찍 가세요. 빵이 금방 동나요.
알겠습니다. 감사합니다!"
198,일반 대화,"오늘 회의 몇 시예요?
오후 2시래요.
장소는 어디예요?
1층 대회의실이요.
자료 준비 다 하셨어요?
네, 어제 다 끝냈어요.
발표 시간은 얼마나 돼요?
15분 정도래요.
준비 잘하셨을 것 같아요.
감사합니다. 최선을 다할게요!"
199,일반 대화,"요즘 운동 안 하시나요?
요즘 바빠서 못 하고 있어요.
저도요. 시간이 없어요.
주말에라도 해야 할 텐데요.
같이 운동할까요?
좋아요! 뭐 할까요?
가벼운 요가 어때요?
딱 좋네요. 토요일 아침 어때요?
완벽해요. 몇 시에 만날까요?
9시에 공원에서 만나요."
200,일반 대화,"주말에 날씨 좋다던데 계획 있으세요?
아직 정하지 못했어요.
나들이 가는 거 어때요?
좋네요. 어디로 갈까요?
북촌 한옥마을 어때요?
거기 좋죠. 사진 찍기도 좋고요.
저도 그렇게 생각해요.
토요일 오전에 갈까요?
좋아요. 10시에 만나요.
입구에서 만나요!"
201,일반 대화,"점심 먹고 산책 하실래요?
좋아요. 날씨도 좋고요.
어디로 갈까요?
회사 뒤쪽 산책로 어때요?
거기 좋죠. 경치도 예쁘고요.
사진도 찍어야겠어요.
저도 카메라 가져갈게요.
1시에 출발해요.
알겠습니다. 로비에서 만나요.
네, 그때 봬요!"
202,일반 대화,"새로 산 향수 향 좋네요.
감사합니다. 어제 샀어요.
어느 브랜드예요?
조말론 제품이에요.
어떤 향이에요?
우드 세이지 앤 씨 솔트예요.
은은하고 좋네요.
네, 부담스럽지 않아요.
저도 하나 살까 봐요.
백화점에서 테스트해보세요!"
203,일반 대화,"오늘 저녁 메뉴 정하셨어요?
아직인데 추천해주세요.
오늘 일식 어때요?
좋네요. 어떤 메뉴가 좋을까요?
회 정식 어때요?
완벽하네요. 어느 집으로 갈까요?
역 앞 일식당 가요.
거기 신선하죠. 7시에 만나요.
알겠습니다. 로비에서 봬요.
네!"
204,일반 대화,"요즘 독서 모임 재밌어요?
네, 정말 유익해요.
어떤 책 읽으세요?
이번 달은 철학책 읽고 있어요.
어렵지 않아요?
조금 어렵지만 토론하면서 이해돼요.
흥미롭네요. 몇 명이나 모여요?
8명 정도 모여요.
저도 참여하고 싶어요.
언제든 환영이에요!"
205,일반 대화,"주말에 가족들이랑 외식하셨어요?
네, 동생이랑 다녀왔어요.
어디 가셨어요?
이탈리안 레스토랑 갔어요.
음식 맛있었어요?
네, 파스타가 정말 맛있었어요.
동생분 좋아하셨겠어요.
네, 정말 만족했어요.
자주 모이세요.
네, 한 달에 두 번씩 만나요."
206,일반 대화,"점심 메뉴 추천해주세요.
오늘 인도 음식 어때요?
좋네요. 어떤 메뉴가 좋을까요?
커리나 난 어때요?
커리 먹고 싶어요.
그럼 회사 근처 인도 음식점 가요.
거기 맛있죠. 12시 반에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
207,일반 대화,"새로 나온 카메라 어때요?
화질도 좋고 기능도 다양하대요.
미러리스예요?
네, 미러리스래요.
무게는 어때요?
가볍다고 들었어요.
가격은 어느 정도 해요?
200만 원대래요.
적당한 것 같아요.
저도 그렇게 생각해요!"
208,일반 대화,"오늘 회의 어떻게 됐어요?
잘 진행됐어요.
결정된 사항 있어요?
마케팅 전략 확정됐어요.
구체적으로 어떤 내용이에요?
SNS 마케팅 강화하기로 했어요.
좋은 결정이네요.
네, 효과 있을 것 같아요.
화이팅 하세요!
감사합니다!"
209,일반 대화,"요즘 피부 관리 어떻게 하세요?
클렌징 꼼꼼히 하고 보습 신경 써요.
효과 있으세요?
네, 피부 결이 좋아졌어요.
부럽네요. 저도 해봐야겠어요.
어렵지 않으니까 한번 해보세요.
제품 추천해주실 수 있어요?
나중에 알려드릴게요.
감사합니다!"
210,일반 대화,"주말에 뭐 하고 놀까요?
미술관 가는 거 어때요?
좋아요! 어느 미술관 갈까요?
국립현대미술관 어때요?
거기 전시 좋죠. 토요일에 갈까요?
좋아요. 몇 시에 만날까요?
오후 1시쯤 어때요?
완벽해요. 입구에서 만나요.
네, 그날 봬요!
기대되네요!"
211,일반 대화,"점심 먹고 도서관 갈 건데 같이 갈래요?
좋아요. 뭐 하러 가세요?
책 반납하고 새 책 빌리려고요.
저도 책 좀 찾아봐야 해요.
그럼 같이 가요.
몇 시에 출발할까요?
1시쯤 어때요?
완벽해요. 로비에서 만나요.
네, 그때 봬요!"
212,일반 대화,"새로 생긴 카페 가보셨어요?
네, 어제 다녀왔어요.
어땠어요?
인테리어도 예쁘고 조용했어요.
메뉴 추천해주실 수 있어요?
아인슈페너가 시그니처래요.
가격은 어때요?
다른 카페랑 비슷해요.
주말에 한번 가봐야겠어요.
사람 많으니까 평일에 가세요."
213,일반 대화,"오늘 저녁에 시간 되세요?
네, 괜찮아요. 무슨 일 있으세요?
같이 운동 갈까 해서요.
좋아요! 어떤 운동 할 거예요?
탁구 치러 갈까 해요.
재밌겠어요. 어디서 쳐요?
근처 체육관 예약했어요.
몇 시에 만날까요?
7시쯤 어때요?
완벽해요. 그때 봬요!"
214,일반 대화,"요즘 드라마 보세요?
네, 일일 드라마 보고 있어요.
재밌어요?
스토리가 따뜻해서 좋아요.
어떤 장르예요?
가족 드라마예요.
저도 그런 거 좋아하는데 제목이 뭐예요?
'오늘도 맑음'이에요.
찾아서 봐야겠어요.
재밌게 보세요!"
215,일반 대화,"주말에 날씨 어떨까요?
토요일은 흐리고 일요일은 맑대요.
그럼 일요일에 나가는 게 좋겠네요.
네, 저도 그렇게 생각해요.
어디 갈 계획 있으세요?
아직 정하지 못했어요.
광화문 광장 어때요?
좋네요. 산책하기 좋을 것 같아요.
같이 갈래요?
좋아요. 오후 2시에 만나요!"
216,일반 대화,"점심 메뉴 정하셨어요?
아직인데 뭐 먹을까요?
오늘 햄버거 어때요?
좋네요. 어느 집으로 갈까요?
회사 근처 수제 버거집 가요.
거기 맛있죠. 감자튀김도 맛있고요.
세트로 시켜요.
완벽하네요. 12시에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
217,일반 대화,"새로 산 시계 멋지네요.
감사합니다. 기념일 선물로 받았어요.
디자인 정말 예쁘네요.
네, 클래식해서 마음에 들어요.
어느 브랜드예요?
스위스 브랜드인데 품질 좋아요.
착용감은 어때요?
편하고 가벼워요.
저도 하나 사고 싶네요.
백화점에서 파는데 한번 보세요!"
218,일반 대화,"오늘 회의 자료 확인하셨어요?
네, 아침에 다 봤어요.
수정할 부분 있었나요?
몇 군데 통계 자료 업데이트 필요해요.
지금 수정할게요.
서두르지 마세요. 오후까지면 돼요.
알겠습니다. 점심 먹고 할게요.
네, 천천히 하세요.
완료되면 알려드릴게요.
감사합니다!"
219,일반 대화,"요즘 운동 열심히 하시네요.
네, 건강 관리 좀 하려고요.
어떤 운동 하세요?
필라테스하고 있어요.
얼마나 하셨어요?
2개월 정도 됐어요.
효과 있으세요?
네, 자세도 좋아지고 코어도 강해졌어요.
대단하시네요!
감사합니다!"
220,일반 대화,"주말에 친구들 만나세요?
네, 중학교 친구들 만나기로 했어요.
오랜만이시겠어요.
네, 1년 만에 만나요.
어디서 만나세요?
홍대에서 저녁 먹을 거예요.
재밌겠어요.
네, 정말 기대돼요.
좋은 시간 보내세요!
감사합니다!"
221,일반 대화,"점심 먹고 커피 마실래요?
좋아요. 어디로 갈까요?
회사 건너편 카페 어때요?
거기 괜찮죠. 뭐 드실 거예요?
카페라떼 마실게요.
저도 같은 걸로 주문할게요.
디저트도 시켜요.
좋아요. 티라미수 하나 시켜요.
1시에 출발할까요?
네, 로비에서 만나요!"
222,일반 대화,"새로 나온 청소 로봇 어때요?
성능도 좋고 조용하대요.
자동으로 충전도 되나요?
네, 배터리 떨어지면 자동 충전돼요.
물걸레 기능도 있나요?
네, 물걸레 기능도 있대요.
편리하겠네요. 가격은 어때요?
50만 원대래요.
적당한 것 같아요.
저도 하나 살까 봐요!"
223,일반 대화,"오늘 저녁에 야근 하세요?
아니요, 오늘은 정시 퇴근이에요.
다행이네요. 저도 일찍 갈 거예요.
그럼 같이 퇴근해요.
좋아요. 저녁 먹고 갈까요?
그러면 좋죠. 뭐 먹을까요?
가볍게 국수 어때요?
딱 좋네요. 6시에 만나요.
알겠습니다. 1층에서 봬요.
네!"
224,일반 대화,"요즘 책 읽으세요?
네, 자기계발서 읽고 있어요.
어떤 내용이에요?
시간 관리에 관한 책이에요.
도움이 돼요?
실용적인 팁이 많아서 좋아요.
저도 읽어보고 싶어요.
추천해요. 읽기 쉬워요.
제목이 뭐예요?
'타임 매니지먼트'예요."
225,일반 대화,"주말에 등산 가시죠?
네, 날씨 좋으면 갈 생각이에요.
어느 산으로 가세요?
청계산 생각하고 있어요.
거기 코스 좋죠. 몇 시에 출발하세요?
아침 일찍 8시쯤 출발하려고요.
저도 가고 싶은데 같이 갈까요?
좋아요! 같이 가요.
입구에서 만나요.
네, 8시에 봬요!"
226,일반 대화,"점심 메뉴 추천해주세요.
오늘 중화 요리 어때요?
좋네요. 어떤 메뉴가 좋을까요?
마파두부나 깐풍기 어때요?
마파두부 먹고 싶어요.
그럼 회사 근처 중식당 가요.
거기 맛있죠. 12시 반에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
227,일반 대화,"새로 생긴 헬스장 어때요?
시설도 좋고 강사님들도 친절해요.
회원권 가격은 어때요?
다른 곳보다 조금 저렴해요.
운동 프로그램은 다양한가요?
네, 크로스핏, 복싱, 요가 다 있어요.
샤워실 시설은 괜찮나요?
깨끗하고 넓어요.
등록해볼까 봐요.
같이 다니면 좋을 것 같아요."
228,일반 대화,"오늘 회의 몇 시예요?
오후 3시 30분이래요.
장소는 어디예요?
2층 프로젝트룸이요.
자료 준비 다 하셨어요?
네, 어제 다 끝냈어요.
발표 시간은 얼마나 돼요?
20분 정도래요.
준비 잘하셨을 것 같아요.
감사합니다. 최선을 다할게요!"
229,일반 대화,"요즘 드라마 재밌는 거 있어요?
애플TV에 새로 나온 거 재밌어요.
어떤 장르예요?
SF 드라마예요.
주연 배우가 누구예요?
할리우드 배우들이 나와요.
좋아하는 장르네요!
네, 스케일도 크고 재밌어요.
오늘 저녁에 봐야겠어요.
재밌게 보세요!"
230,일반 대화,"주말에 뭐 하고 놀까요?
테마파크 가는 거 어때요?
좋아요! 어느 테마파크 갈까요?
에버랜드 어때요?
거기 좋죠. 토요일에 갈까요?
좋아요. 몇 시에 만날까요?
오전 9시쯤 어때요?
완벽해요. 입구에서 만나요.
네, 그날 봬요!
기대되네요!"
231,일반 대화,"점심 먹고 산책 하실래요?
좋아요. 날씨도 좋고요.
어디로 갈까요?
회사 앞 공원 한 바퀴 돌아요.
벤치에 앉아서 쉬기도 하고요.
완벽하네요. 1시에 출발해요.
알겠습니다. 로비에서 만나요.
네, 그때 봬요!"
232,일반 대화,"새로 산 가방 예쁘네요.
감사합니다. 온라인에서 샀어요.
색상 예쁘네요.
네, 네이비색이 마음에 들어요.
수납공간은 넉넉해요?
네, 노트북도 들어가요.
가격은 어땠어요?
8만 원 정도 했어요.
가성비 좋네요.
네, 만족스러워요!"
233,일반 대화,"오늘 저녁 메뉴 정하셨어요?
아직인데 추천해주세요.
오늘 쌀쌀한데 전골 어때요?
좋네요. 어떤 전골 먹을까요?
해물전골이나 버섯전골 어때요?
해물전골 먹고 싶어요.
그럼 역 앞 전골집 가요.
거기 맛있죠. 7시에 만나요.
알겠습니다. 로비에서 봬요.
네!"
234,일반 대화,"요즘 취미로 뭐 하세요?
악기 배우고 있어요.
멋지네요. 어떤 악기예요?
기타 배우고 있어요.
어디서 배우세요?
동네 음악학원 다녀요.
어려운가요?
처음엔 어려웠는데 재밌어요.
연주 좀 들려주실 수 있어요?
다음에 연습하고 들려드릴게요."
235,일반 대화,"주말에 가족들이랑 외식하셨어요?
네, 부모님 모시고 다녀왔어요.
어디 가셨어요?
뷔페 갔어요.
음식 맛있었어요?
네, 종류도 많고 맛있었어요.
부모님 좋아하셨겠어요.
네, 정말 만족하셨어요.
효도 잘하셨네요.
감사합니다!"
236,일반 대화,"점심 메뉴 정하셨어요?
아직인데 뭐 먹을까요?
오늘 샌드위치 어때요?
좋네요. 어느 집으로 갈까요?
회사 근처 샌드위치 전문점 가요.
거기 신선하죠. 샐러드도 맛있고요.
세트로 시켜요.
완벽하네요. 12시에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
237,일반 대화,"새로 나온 이어폰 어때요?
음질도 좋고 착용감도 편하대요.
노이즈 캔슬링 기능 있나요?
네, 있대요.
배터리는 오래 가나요?
8시간 정도 간대요.
충분하네요. 가격은 어때요?
20만 원대래요.
적당한 것 같아요.
저도 하나 살까 봐요!"
238,일반 대화,"오늘 회의 어떻게 됐어요?
잘 진행됐어요.
결정된 사항 있어요?
신규 프로젝트 착수하기로 했어요.
언제 시작하나요?
다음 주부터 시작해요.
준비 많이 해야겠네요.
네, 바쁠 것 같아요.
화이팅 하세요!
감사합니다!"
239,일반 대화,"요즘 운동 안 하시나요?
요즘 바빠서 못 하고 있어요.
저도요. 시간이 없어요.
주말에라도 해야 할 텐데요.
같이 운동할까요?
좋아요! 뭐 할까요?
가벼운 스트레칭 어때요?
딱 좋네요. 토요일 아침 어때요?
완벽해요. 몇 시에 만날까요?
9시에 공원에서 만나요."
240,일반 대화,"주말에 날씨 좋다던데 계획 있으세요?
아직 정하지 못했어요.
나들이 가는 거 어때요?
좋네요. 어디로 갈까요?
경복궁 어때요?
거기 좋죠. 한복 입고 가볼까요?
완벽한 아이디어네요!
토요일 오전에 갈까요?
좋아요. 10시에 만나요.
입구에서 만나요!"
241,일반 대화,"점심 먹고 디저트 먹을래요?
좋아요. 뭐 먹을까요?
와플 어때요?
딱 좋네요. 어느 가게로 갈까요?
회사 앞 디저트 카페 가요.
거기 와플 맛있죠.
음료도 같이 시켜요.
좋아요. 1시에 출발할까요?
네, 로비에서 만나요.
알겠습니다!"
242,일반 대화,"새로 생긴 음식점 가보셨어요?
네, 지난주에 다녀왔어요.
어땠어요?
음식도 맛있고 서비스도 좋았어요.
메뉴 추천해주실 수 있어요?
스테이크랑 샐러드가 맛있었어요.
가격은 어때요?
조금 비싼 편이지만 만족스러웠어요.
주말에 한번 가봐야겠어요.
예약하고 가는 게 좋아요."
243,일반 대화,"오늘 저녁에 시간 되세요?
네, 괜찮아요. 무슨 일 있으세요?
같이 볼링 칠까 해서요.
좋아요! 어디서 쳐요?
근처 볼링장 예약했어요.
몇 시에 만날까요?
7시 반쯤 어때요?
완벽해요. 그때 봬요.
볼링장 앞에서 만나요.
네, 그때 봬요!"
244,일반 대화,"요즘 드라마 보세요?
네, 주말 드라마 보고 있어요.
재밌어요?
스토리가 감동적이에요.
어떤 장르예요?
힐링 드라마예요.
저도 그런 거 좋아하는데 제목이 뭐예요?
'나의 아저씨 2'예요.
찾아서 봐야겠어요.
재밌게 보세요!"
245,일반 대화,"주말에 친구들 만나세요?
네, 직장 동료들 만나기로 했어요.
어디서 만나세요?
강남에서 저녁 먹을 거예요.
재밌겠어요.
네, 정말 기대돼요.
몇 명이나 모여요?
6명 정도 모여요.
좋은 시간 보내세요!
감사합니다!"
246,일반 대화,"점심 메뉴 추천해주세요.
오늘 퓨전 요리 어때요?
좋네요. 어떤 메뉴가 좋을까요?
퓨전 돈카츠나 크림 파스타 어때요?
크림 파스타 먹고 싶어요.
그럼 회사 근처 퓨전 레스토랑 가요.
거기 맛있죠. 12시 반에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
247,일반 대화,"새로 산 운동화 편하세요?
네, 쿠션이 좋아서 편해요.
어느 브랜드예요?
아디다스 제품이에요.
디자인도 예쁘네요.
감사합니다. 할인해서 샀어요.
가격은 어느 정도였어요?
6만 원 정도 했어요.
가성비 좋네요.
네, 만족스러워요!"
248,일반 대화,"오늘 회의 자료 확인하셨어요?
네, 아침에 다 봤어요.
수정할 부분 있었나요?
몇 군데 이미지 교체 필요해요.
지금 수정할게요.
서두르지 마세요. 오후까지면 돼요.
알겠습니다. 점심 먹고 할게요.
네, 천천히 하세요.
완료되면 알려드릴게요.
감사합니다!"
249,일반 대화,"요즘 잠은 잘 주무세요?
네, 요즘 잘 자고 있어요.
몇 시에 주무세요?
11시쯤 자려고 노력해요.
일찍 주무시네요.
수면 시간 지키려고 해요.
건강에 좋죠.
네, 아침에 일어나기도 편해요.
저도 본받아야겠어요.
추천해요!"
250,일반 대화,"주말에 뭐 하고 놀까요?
동물원 가는 거 어때요?
좋아요! 어느 동물원 갈까요?
서울대공원 어때요?
거기 좋죠. 토요일에 갈까요?
좋아요. 몇 시에 만날까요?
오전 10시쯤 어때요?
완벽해요. 입구에서 만나요.
네, 그날 봬요!
기대되네요!"
251,일반 대화,"점심 메뉴 정하셨어요?
아직인데 뭐 먹을까요?
오늘 쌀국수 어때요?
좋네요. 어느 집으로 갈까요?
역 앞 베트남 음식점 가요.
거기 맛있죠. 월남쌈도 맛있고요.
세트로 시켜요.
완벽하네요. 12시에 출발해요.
알겠습니다. 로비에서 만나요.
네!"
252,일반 대화,"새로 생긴 베이커리 빵 맛있던데요.
어디에 생겼어요?
회사 뒤쪽 골목에 있어요.
어떤 빵이 맛있어요?
단팥빵이랑 크림빵 추천해요.
가격은 어때요?
조금 비싼 편이지만 맛있어요.
오늘 퇴근길에 들러봐야겠어요.
일찍 가세요. 빵이 금방 동나요.
알겠습니다. 감사합니다!"
253,일반 대화,"오늘 회의 몇 시예요?
오후 1시 30분이래요.
장소는 어디예요?
4층 세미나실이요.
자료 준비 다 하셨어요?
네, 어제 다 끝냈어요.
발표 시간은 얼마나 돼요?
30분 정도래요.
준비 잘하셨을 것 같아요.
감사합니다. 최선을 다할게요!"
254,일반 대화,"요즘 운동 열심히 하시네요.
네, 건강 관리 좀 하려고요.
어떤 운동 하세요?
크로스핏 하고 있어요.
얼마나 하셨어요?
한 달 정도 됐어요.
효과 있으세요?
네, 체력이 많이 좋아졌어요.
대단하시네요!
감사합니다!"
