id,conversation
g_151,야 가족 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 오랜만이라 좋다!
g_152,야 학교 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 오케이 몇 시에? 주말에 보자! 오랜만이라 좋다!
g_153,야 학교 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 같이 보러 가자 좋아 나도 심심했어 카톡 줘 일정 맞춰보자 그럼 연락하자~
g_154,야 사진 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 같이 보러 가자 오케이 몇 시에? 주말에 보자! 그럼 연락하자~
g_155,야 휴대폰 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 근처 카페 갈래? 좋아 나도 심심했어 그럼 내일 보자~ 오랜만이라 좋다!
g_156,야 여행 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 콜ㅋㅋ 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_157,야 책 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 그럼 내일 보자~ 그럼 연락하자~
g_158,야 커피 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 시간 나면 놀자! 좋아 나도 심심했어 주말에 보자! 알았어 기다릴게!
g_159,야 여행 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 시간 나면 놀자! 콜ㅋㅋ 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_160,야 산책 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 사진 찍으러 갈까? 좋지 요즘 너무 바빴는데 딱이야 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_161,야 게임 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 시간 나면 놀자! 좋아 나도 심심했어 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_162,야 반려동물 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 같이 보러 가자 오케이 몇 시에? 주말에 보자! 그럼 연락하자~
g_163,야 식사 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 오케이 몇 시에? 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_164,야 커피 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 시간 나면 놀자! 오케이 몇 시에? 그럼 내일 보자~ 좋아 기대된다ㅋㅋ
g_165,야 드라마 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 오케이 몇 시에? 오늘 저녁 어때? 오랜만이라 좋다!
g_166,야 가족 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 사진 찍으러 갈까? 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_167,야 휴대폰 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 좋아 나도 심심했어 주말에 보자! 그럼 연락하자~
g_168,야 공부 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 시간 나면 놀자! 좋아 나도 심심했어 오늘 저녁 어때? 그럼 연락하자~
g_169,야 가족 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 사진 찍으러 갈까? 오케이 몇 시에? 카톡 줘 일정 맞춰보자 그럼 연락하자~
g_170,야 드라마 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 같이 보러 가자 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 좋아 기대된다ㅋㅋ
g_171,야 공부 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 콜ㅋㅋ 그럼 내일 보자~ 오랜만이라 좋다!
g_172,야 취미 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 같이 보러 가자 오케이 몇 시에? 그럼 내일 보자~ 좋아 기대된다ㅋㅋ
g_173,야 날씨 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 그럼 내일 보자~ 알았어 기다릴게!
g_174,야 사진 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 근처 카페 갈래? 오케이 몇 시에? 주말에 보자! 그럼 연락하자~
g_175,야 사진 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 같이 보러 가자 좋아 나도 심심했어 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_176,야 취미 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 같이 보러 가자 좋아 나도 심심했어 그럼 내일 보자~ 알았어 기다릴게!
g_177,야 커피 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 시간 나면 놀자! 콜ㅋㅋ 카톡 줘 일정 맞춰보자 좋아 기대된다ㅋㅋ
g_178,야 패션 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 근처 카페 갈래? 좋아 나도 심심했어 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_179,야 산책 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 근처 카페 갈래? 좋아 나도 심심했어 그럼 내일 보자~ 그럼 연락하자~
g_180,야 날씨 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 콜ㅋㅋ 주말에 보자! 그럼 연락하자~
g_181,야 가족 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 좋아 기대된다ㅋㅋ
g_182,야 반려동물 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 같이 보러 가자 콜ㅋㅋ 주말에 보자! 오랜만이라 좋다!
g_183,야 운동 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 근처 카페 갈래? 오케이 몇 시에? 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_184,야 책 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 사진 찍으러 갈까? 오케이 몇 시에? 오늘 저녁 어때? 알았어 기다릴게!
g_185,야 커피 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 시간 나면 놀자! 오케이 몇 시에? 주말에 보자! 오랜만이라 좋다!
g_186,야 날씨 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 오늘 저녁 어때? 오랜만이라 좋다!
g_187,야 가족 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 사진 찍으러 갈까? 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_188,야 패션 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 사진 찍으러 갈까? 오케이 몇 시에? 카톡 줘 일정 맞춰보자 좋아 기대된다ㅋㅋ
g_189,야 게임 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 근처 카페 갈래? 오케이 몇 시에? 오늘 저녁 어때? 오랜만이라 좋다!
g_190,야 음악 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 시간 나면 놀자! 좋지 요즘 너무 바빴는데 딱이야 주말에 보자! 좋아 기대된다ㅋㅋ
g_191,야 산책 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 사진 찍으러 갈까? 오케이 몇 시에? 카톡 줘 일정 맞춰보자 알았어 기다릴게!
g_192,야 가족 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 시간 나면 놀자! 콜ㅋㅋ 주말에 보자! 그럼 연락하자~
g_193,야 학교 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 같이 보러 가자 좋지 요즘 너무 바빴는데 딱이야 그럼 내일 보자~ 좋아 기대된다ㅋㅋ
g_194,야 음악 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 근처 카페 갈래? 콜ㅋㅋ 주말에 보자! 오랜만이라 좋다!
g_195,야 사진 얘기 좀 하자ㅋㅋ 맞아 나도 그렇게 생각해 같이 보러 가자 좋지 요즘 너무 바빴는데 딱이야 주말에 보자! 그럼 연락하자~
g_196,야 식사 얘기 좀 하자ㅋㅋ 그치 요즘 진짜 좋지 근처 카페 갈래? 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 좋아 기대된다ㅋㅋ
g_197,야 커피 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 시간 나면 놀자! 좋아 나도 심심했어 그럼 내일 보자~ 좋아 기대된다ㅋㅋ
g_198,야 가족 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 같이 보러 가자 좋지 요즘 너무 바빴는데 딱이야 카톡 줘 일정 맞춰보자 그럼 연락하자~
g_199,야 학교 얘기 좀 하자ㅋㅋ ㅋㅋ 대박이지 사진 찍으러 갈까? 좋아 나도 심심했어 오늘 저녁 어때? 좋아 기대된다ㅋㅋ
g_200,야 학교 얘기 좀 하자ㅋㅋ 응 완전 좋더라ㅋㅋ 근처 카페 갈래? 좋아 나도 심심했어 그럼 내일 보자~ 알았어 기다릴게!
